replica,domain,column,strength,row,psnr_db,ssim,noop_db,gain_db,gain_ssim,reference_row,denominator_db,retained
2,synthetic,d1,all,d15,32.70919554754266,0.8543614008034899,31.212422108753188,1.496773438789475,0.0731842462549187,d1,3.7867490505881136,0.3952660762024919
2,synthetic,d1,all,d2,32.716930346565064,0.851905106719111,31.212422108753188,1.5045082378118764,0.07072795217053984,d1,3.7867490505881136,0.39730867235002376
2,synthetic,d1,all,d3,31.824698338611586,0.8162964259296516,31.212422108753188,0.6122762298583986,0.0351192713810804,d1,3.7867490505881136,0.161689148575427
2,synthetic,d1,all,d3n,30.992922738482694,0.8081517474754876,31.212422108753188,-0.21949937027049415,0.026974592926916396,d1,3.7867490505881136,-0.05796512188638539
2,synthetic,d15,1,noop,32.92637207980447,0.8671558205454563,32.92637207980447,0.0,0.0,d15,4.1440782088517025,0.0
2,synthetic,d15,1,d0,32.277828695807656,0.8912626662612521,32.92637207980447,-0.6485433839968167,0.0241068457157958,d15,4.1440782088517025,-0.15649882828261677
2,synthetic,d15,1,d1,36.068382920815914,0.9474162003132099,32.92637207980447,3.142010841011441,0.08026037976775369,d15,4.1440782088517025,0.7581929400608662
2,synthetic,d15,1,d15,37.070450288656176,0.9583192994337126,32.92637207980447,4.1440782088517025,0.09116347888825638,d15,4.1440782088517025,1.0
2,synthetic,d15,1,d2,36.64392146258287,0.9559335828051321,32.92637207980447,3.717549382778394,0.08877776225967582,d15,4.1440782088517025,0.8970751022115732
2,synthetic,d15,1,d3,34.849413098975525,0.9247585795854739,32.92637207980447,1.9230410191710519,0.05760275904001766,d15,4.1440782088517025,0.4640455421578335
2,synthetic,d15,1,d3n,33.30481616561961,0.9072087125767004,32.92637207980447,0.3784440858151399,0.04005289203124418,d15,4.1440782088517025,0.09132165628698506
2,synthetic,d15,2,noop,32.13771567062593,0.8425724434348899,32.13771567062593,0.0,0.0,d15,4.319601704951182,0.0
2,synthetic,d15,2,d0,32.47430843371181,0.8936775752412321,32.13771567062593,0.33659276308588204,0.05110513180634224,d15,4.319601704951182,0.0779221757182092
2,synthetic,d15,2,d1,34.73172990969089,0.9252987087948221,32.13771567062593,2.594014239064961,0.08272626535993222,d15,4.319601704951182,0.6005216258924218
2,synthetic,d15,2,d15,36.45731737557711,0.9500947945274657,32.13771567062593,4.319601704951182,0.1075223510925758,d15,4.319601704951182,1.0
2,synthetic,d15,2,d2,36.10839536102725,0.9468811546357025,32.13771567062593,3.970679690401319,0.10430871120081264,d15,4.319601704951182,0.9192235677308108
